proposal_number,proposal,sponsor,rec,vote_cast,company_name,meeting_date,ticker,cusip,record_date,meeting_type,proxy_contest,proxy_card,recommendation_source,fund_name,filer__company_data__company_conformed_name,filer__company_data__central_index_key,filer__company_data__irs_number,filer__company_data__state_of_incorporation,filer__company_data__fiscal_year_end,filer__filing_values__form_type,filer__filing_values__sec_act,filer__filing_values__sec_file_number,filer__filing_values__film_number,filer__business_address__street_1,filer__business_address__street_2,filer__business_address__city,filer__business_address__state,filer__business_address__zip,filer__business_address__business_phone,filer__mail_address__street_1,filer__mail_address__street_2,filer__mail_address__city,filer__mail_address__state,filer__mail_address__zip,filer__former_company__former_conformed_name,filer__former_company__date_of_name_change,accession__accession_number,accession__conformed_period_of_report,accession__filed_as_of_date,accession__date_as_of_change,accession__effectiveness_date,metadata_fund_name,fund_name_match_score,owner_cik,series_id,series_name,class_contract_id,class_contract_name,class_contract_ticker_symbol
2,Approve Report of the Board of Directors,Management,For,For,ESTUN AUTOMATION CO. LTD.,"MAY 19, 2023",002747,Y6196S102,"MAY 12, 2023",ANNUAL,False,,,AB Disruptors ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB Ultra Short Income ETF,50,0001496608,S000076880,AB Ultra Short Income ETF,C000237019,AB Ultra Short Income ETF,YEAR
3,Approve Report of the Board of Supervisors,Management,For,For,ESTUN AUTOMATION CO. LTD.,"MAY 19, 2023",002747,Y6196S102,"MAY 12, 2023",ANNUAL,False,,,AB Disruptors ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB Ultra Short Income ETF,50,0001496608,S000076880,AB Ultra Short Income ETF,C000237019,AB Ultra Short Income ETF,YEAR
4,Approve Financial Statements,Management,For,For,ESTUN AUTOMATION CO. LTD.,"MAY 19, 2023",002747,Y6196S102,"MAY 12, 2023",ANNUAL,False,,,AB Disruptors ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB Ultra Short Income ETF,50,0001496608,S000076880,AB Ultra Short Income ETF,C000237019,AB Ultra Short Income ETF,YEAR
5,Approve Profit Distribution,Management,For,For,ESTUN AUTOMATION CO. LTD.,"MAY 19, 2023",002747,Y6196S102,"MAY 12, 2023",ANNUAL,False,,,AB Disruptors ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB Ultra Short Income ETF,50,0001496608,S000076880,AB Ultra Short Income ETF,C000237019,AB Ultra Short Income ETF,YEAR
6,Approve Appointment of Auditor,Management,For,Abstain,ESTUN AUTOMATION CO. LTD.,"MAY 19, 2023",002747,Y6196S102,"MAY 12, 2023",ANNUAL,False,,,AB Disruptors ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB Ultra Short Income ETF,50,0001496608,S000076880,AB Ultra Short Income ETF,C000237019,AB Ultra Short Income ETF,YEAR
7,Approve Credit Line Application and Provision of Guarantee,Management,For,Against,ESTUN AUTOMATION CO. LTD.,"MAY 19, 2023",002747,Y6196S102,"MAY 12, 2023",ANNUAL,False,,,AB Disruptors ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB Ultra Short Income ETF,50,0001496608,S000076880,AB Ultra Short Income ETF,C000237019,AB Ultra Short Income ETF,YEAR
8,Approve Use of Raised Funds and Own Funds for Cash Management,Management,For,Against,ESTUN AUTOMATION CO. LTD.,"MAY 19, 2023",002747,Y6196S102,"MAY 12, 2023",ANNUAL,False,,,AB Disruptors ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB Ultra Short Income ETF,50,0001496608,S000076880,AB Ultra Short Income ETF,C000237019,AB Ultra Short Income ETF,YEAR
9,Approve Shareholder Dividend Return Plan,Management,For,For,ESTUN AUTOMATION CO. LTD.,"MAY 19, 2023",002747,Y6196S102,"MAY 12, 2023",ANNUAL,False,,,AB Disruptors ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB Ultra Short Income ETF,50,0001496608,S000076880,AB Ultra Short Income ETF,C000237019,AB Ultra Short Income ETF,YEAR
10,Amend External Investment Management Measures,Management,For,Against,ESTUN AUTOMATION CO. LTD.,"MAY 19, 2023",002747,Y6196S102,"MAY 12, 2023",ANNUAL,False,,,AB Disruptors ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB Ultra Short Income ETF,50,0001496608,S000076880,AB Ultra Short Income ETF,C000237019,AB Ultra Short Income ETF,YEAR
11,Approve Repurchase and Cancellation of Performance Shares as well as Cancellation of Stock Options,Management,For,For,ESTUN AUTOMATION CO. LTD.,"MAY 19, 2023",002747,Y6196S102,"MAY 12, 2023",ANNUAL,False,,,AB Disruptors ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB Ultra Short Income ETF,50,0001496608,S000076880,AB Ultra Short Income ETF,C000237019,AB Ultra Short Income ETF,YEAR
1,Open Meeting,Management,,,EVOLUTION AB,"APR 04, 2023",EVO,W3287P115,"MAR 27, 2023",ANNUAL,False,,,AB Disruptors ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB Ultra Short Income ETF,50,0001496608,S000076880,AB Ultra Short Income ETF,C000237019,AB Ultra Short Income ETF,YEAR
2,Elect Chairman of Meeting,Management,For,Did Not Vote,EVOLUTION AB,"APR 04, 2023",EVO,W3287P115,"MAR 27, 2023",ANNUAL,False,,,AB Disruptors ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB Ultra Short Income ETF,50,0001496608,S000076880,AB Ultra Short Income ETF,C000237019,AB Ultra Short Income ETF,YEAR
3,Prepare and Approve List of Shareholders,Management,For,Did Not Vote,EVOLUTION AB,"APR 04, 2023",EVO,W3287P115,"MAR 27, 2023",ANNUAL,False,,,AB Disruptors ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB Ultra Short Income ETF,50,0001496608,S000076880,AB Ultra Short Income ETF,C000237019,AB Ultra Short Income ETF,YEAR
4,Approve Agenda of Meeting,Management,For,Did Not Vote,EVOLUTION AB,"APR 04, 2023",EVO,W3287P115,"MAR 27, 2023",ANNUAL,False,,,AB Disruptors ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB Ultra Short Income ETF,50,0001496608,S000076880,AB Ultra Short Income ETF,C000237019,AB Ultra Short Income ETF,YEAR
5,Designate Inspector(s) of Minutes of Meeting,Management,For,Did Not Vote,EVOLUTION AB,"APR 04, 2023",EVO,W3287P115,"MAR 27, 2023",ANNUAL,False,,,AB Disruptors ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB Ultra Short Income ETF,50,0001496608,S000076880,AB Ultra Short Income ETF,C000237019,AB Ultra Short Income ETF,YEAR
6,Acknowledge Proper Convening of Meeting,Management,For,Did Not Vote,EVOLUTION AB,"APR 04, 2023",EVO,W3287P115,"MAR 27, 2023",ANNUAL,False,,,AB Disruptors ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB Ultra Short Income ETF,50,0001496608,S000076880,AB Ultra Short Income ETF,C000237019,AB Ultra Short Income ETF,YEAR
7.a,Accept Financial Statements and Statutory Reports,Management,For,Did Not Vote,EVOLUTION AB,"APR 04, 2023",EVO,W3287P115,"MAR 27, 2023",ANNUAL,False,,,AB Disruptors ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB Ultra Short Income ETF,50,0001496608,S000076880,AB Ultra Short Income ETF,C000237019,AB Ultra Short Income ETF,YEAR
7.b,Approve Allocation of Income and Dividends of EUR 2.00 Per Share,Management,For,Did Not Vote,EVOLUTION AB,"APR 04, 2023",EVO,W3287P115,"MAR 27, 2023",ANNUAL,False,,,AB Disruptors ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB Ultra Short Income ETF,50,0001496608,S000076880,AB Ultra Short Income ETF,C000237019,AB Ultra Short Income ETF,YEAR
7.c1,Approve Discharge of Jens von Bahr,Management,For,Did Not Vote,EVOLUTION AB,"APR 04, 2023",EVO,W3287P115,"MAR 27, 2023",ANNUAL,False,,,AB Disruptors ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB Ultra Short Income ETF,50,0001496608,S000076880,AB Ultra Short Income ETF,C000237019,AB Ultra Short Income ETF,YEAR
7.c2,Approve Discharge of Fredrik Osterberg,Management,For,Did Not Vote,EVOLUTION AB,"APR 04, 2023",EVO,W3287P115,"MAR 27, 2023",ANNUAL,False,,,AB Disruptors ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB Ultra Short Income ETF,50,0001496608,S000076880,AB Ultra Short Income ETF,C000237019,AB Ultra Short Income ETF,YEAR
7.c3,Approve Discharge of Ian Livingstone,Management,For,Did Not Vote,EVOLUTION AB,"APR 04, 2023",EVO,W3287P115,"MAR 27, 2023",ANNUAL,False,,,AB Disruptors ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB Ultra Short Income ETF,50,0001496608,S000076880,AB Ultra Short Income ETF,C000237019,AB Ultra Short Income ETF,YEAR
7.c4,Approve Discharge of Joel Citron,Management,For,Did Not Vote,EVOLUTION AB,"APR 04, 2023",EVO,W3287P115,"MAR 27, 2023",ANNUAL,False,,,AB Disruptors ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB Ultra Short Income ETF,50,0001496608,S000076880,AB Ultra Short Income ETF,C000237019,AB Ultra Short Income ETF,YEAR
7.c5,Approve Discharge of Jonas Engwall,Management,For,Did Not Vote,EVOLUTION AB,"APR 04, 2023",EVO,W3287P115,"MAR 27, 2023",ANNUAL,False,,,AB Disruptors ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB Ultra Short Income ETF,50,0001496608,S000076880,AB Ultra Short Income ETF,C000237019,AB Ultra Short Income ETF,YEAR
7.c6,Approve Discharge of Mimi Drake,Management,For,Did Not Vote,EVOLUTION AB,"APR 04, 2023",EVO,W3287P115,"MAR 27, 2023",ANNUAL,False,,,AB Disruptors ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB Ultra Short Income ETF,50,0001496608,S000076880,AB Ultra Short Income ETF,C000237019,AB Ultra Short Income ETF,YEAR
7.c7,Approve Discharge of Sandra Urie,Management,For,Did Not Vote,EVOLUTION AB,"APR 04, 2023",EVO,W3287P115,"MAR 27, 2023",ANNUAL,False,,,AB Disruptors ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB Ultra Short Income ETF,50,0001496608,S000076880,AB Ultra Short Income ETF,C000237019,AB Ultra Short Income ETF,YEAR
7.c8,Approve Discharge of Martin Carlesund,Management,For,Did Not Vote,EVOLUTION AB,"APR 04, 2023",EVO,W3287P115,"MAR 27, 2023",ANNUAL,False,,,AB Disruptors ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB Ultra Short Income ETF,50,0001496608,S000076880,AB Ultra Short Income ETF,C000237019,AB Ultra Short Income ETF,YEAR
8,Determine Number of Members (7) and Deputy Members (0) of Board,Management,For,Did Not Vote,EVOLUTION AB,"APR 04, 2023",EVO,W3287P115,"MAR 27, 2023",ANNUAL,False,,,AB Disruptors ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB Ultra Short Income ETF,50,0001496608,S000076880,AB Ultra Short Income ETF,C000237019,AB Ultra Short Income ETF,YEAR
9,"Approve Remuneration of Directors in the Amount of EUR 400,000 to Chairman and EUR 100,000 for Other Directors",Management,For,Did Not Vote,EVOLUTION AB,"APR 04, 2023",EVO,W3287P115,"MAR 27, 2023",ANNUAL,False,,,AB Disruptors ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB Ultra Short Income ETF,50,0001496608,S000076880,AB Ultra Short Income ETF,C000237019,AB Ultra Short Income ETF,YEAR
10.1,Reelect Jens von Bahr (Chair) as Director,Management,For,Did Not Vote,EVOLUTION AB,"APR 04, 2023",EVO,W3287P115,"MAR 27, 2023",ANNUAL,False,,,AB Disruptors ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB Ultra Short Income ETF,50,0001496608,S000076880,AB Ultra Short Income ETF,C000237019,AB Ultra Short Income ETF,YEAR
10.2,Reelect Fredrik Osterberg as Director,Management,For,Did Not Vote,EVOLUTION AB,"APR 04, 2023",EVO,W3287P115,"MAR 27, 2023",ANNUAL,False,,,AB Disruptors ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB Ultra Short Income ETF,50,0001496608,S000076880,AB Ultra Short Income ETF,C000237019,AB Ultra Short Income ETF,YEAR
10.3,Reelect Ian Livingstone as Director,Management,For,Did Not Vote,EVOLUTION AB,"APR 04, 2023",EVO,W3287P115,"MAR 27, 2023",ANNUAL,False,,,AB Disruptors ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB Ultra Short Income ETF,50,0001496608,S000076880,AB Ultra Short Income ETF,C000237019,AB Ultra Short Income ETF,YEAR
10.4,Reelect Joel Citron as Director,Management,For,Did Not Vote,EVOLUTION AB,"APR 04, 2023",EVO,W3287P115,"MAR 27, 2023",ANNUAL,False,,,AB Disruptors ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB Ultra Short Income ETF,50,0001496608,S000076880,AB Ultra Short Income ETF,C000237019,AB Ultra Short Income ETF,YEAR
10.5,Reelect Jonas Engwall as Director,Management,For,Did Not Vote,EVOLUTION AB,"APR 04, 2023",EVO,W3287P115,"MAR 27, 2023",ANNUAL,False,,,AB Disruptors ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB Ultra Short Income ETF,50,0001496608,S000076880,AB Ultra Short Income ETF,C000237019,AB Ultra Short Income ETF,YEAR
10.6,Reelect Mimi Drake as Director,Management,For,Did Not Vote,EVOLUTION AB,"APR 04, 2023",EVO,W3287P115,"MAR 27, 2023",ANNUAL,False,,,AB Disruptors ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB Ultra Short Income ETF,50,0001496608,S000076880,AB Ultra Short Income ETF,C000237019,AB Ultra Short Income ETF,YEAR
10.7,Reelect Sandra Urie as Director,Management,For,Did Not Vote,EVOLUTION AB,"APR 04, 2023",EVO,W3287P115,"MAR 27, 2023",ANNUAL,False,,,AB Disruptors ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB Ultra Short Income ETF,50,0001496608,S000076880,AB Ultra Short Income ETF,C000237019,AB Ultra Short Income ETF,YEAR
