proposal_number,proposal,sponsor,rec,vote_cast,company_name,meeting_date,ticker,cusip,record_date,meeting_type,proxy_contest,fund_name,filer__company_data__company_conformed_name,filer__company_data__central_index_key,filer__company_data__irs_number,filer__company_data__state_of_incorporation,filer__filing_values__form_type,filer__filing_values__sec_act,filer__filing_values__sec_file_number,filer__filing_values__film_number,filer__business_address__street_1,filer__business_address__city,filer__business_address__state,filer__business_address__zip,accession__accession_number,accession__conformed_period_of_report,accession__filed_as_of_date,accession__date_as_of_change,accession__effectiveness_date
1b,Elect Director Wyche Fowler,Management,For,For,BRANDYWINE REALTY TRUST,"MAY 20, 2020",BDN,105368203,"MAR 20, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1c,"Elect Director H. Richard Haverstick, Jr.",Management,For,For,BRANDYWINE REALTY TRUST,"MAY 20, 2020",BDN,105368203,"MAR 20, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1d,Elect Director Terri A. Herubin,Management,For,For,BRANDYWINE REALTY TRUST,"MAY 20, 2020",BDN,105368203,"MAR 20, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1e,Elect Director Michael J. Joyce,Management,For,For,BRANDYWINE REALTY TRUST,"MAY 20, 2020",BDN,105368203,"MAR 20, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1f,Elect Director Charles P. Pizzi,Management,For,For,BRANDYWINE REALTY TRUST,"MAY 20, 2020",BDN,105368203,"MAR 20, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1g,Elect Director Gerard H. Sweeney,Management,For,For,BRANDYWINE REALTY TRUST,"MAY 20, 2020",BDN,105368203,"MAR 20, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
2,Ratify PricewaterhouseCoopers LLP as Auditors,Management,For,For,BRANDYWINE REALTY TRUST,"MAY 20, 2020",BDN,105368203,"MAR 20, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
3,Advisory Vote to Ratify Named Executive Officers' Compensation,Management,For,For,BRANDYWINE REALTY TRUST,"MAY 20, 2020",BDN,105368203,"MAR 20, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1A,Elect Director Peter J. Arduini,Management,For,For,BRISTOL-MYERS SQUIBB COMPANY,"MAY 05, 2020",BMY,110122108,"MAR 16, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1B,Elect Director Robert Bertolini,Management,For,For,BRISTOL-MYERS SQUIBB COMPANY,"MAY 05, 2020",BMY,110122108,"MAR 16, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1C,Elect Director Michael W. Bonney,Management,For,For,BRISTOL-MYERS SQUIBB COMPANY,"MAY 05, 2020",BMY,110122108,"MAR 16, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1D,Elect Director Giovanni Caforio,Management,For,For,BRISTOL-MYERS SQUIBB COMPANY,"MAY 05, 2020",BMY,110122108,"MAR 16, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1E,Elect Director Matthew W. Emmens,Management,For,For,BRISTOL-MYERS SQUIBB COMPANY,"MAY 05, 2020",BMY,110122108,"MAR 16, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1F,Elect Director Julia A. Haller,Management,For,For,BRISTOL-MYERS SQUIBB COMPANY,"MAY 05, 2020",BMY,110122108,"MAR 16, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1G,Elect Director Dinesh C. Paliwal,Management,For,For,BRISTOL-MYERS SQUIBB COMPANY,"MAY 05, 2020",BMY,110122108,"MAR 16, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1H,Elect Director Theodore R. Samuels,Management,For,For,BRISTOL-MYERS SQUIBB COMPANY,"MAY 05, 2020",BMY,110122108,"MAR 16, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1I,Elect Director Vicki L. Sato,Management,For,For,BRISTOL-MYERS SQUIBB COMPANY,"MAY 05, 2020",BMY,110122108,"MAR 16, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1J,Elect Director Gerald L. Storch,Management,For,For,BRISTOL-MYERS SQUIBB COMPANY,"MAY 05, 2020",BMY,110122108,"MAR 16, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1K,Elect Director Karen H. Vousden,Management,For,For,BRISTOL-MYERS SQUIBB COMPANY,"MAY 05, 2020",BMY,110122108,"MAR 16, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1L,Elect Director Phyllis R. Yale,Management,For,For,BRISTOL-MYERS SQUIBB COMPANY,"MAY 05, 2020",BMY,110122108,"MAR 16, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
2,Advisory Vote to Ratify Named Executive Officers' Compensation,Management,For,Against,BRISTOL-MYERS SQUIBB COMPANY,"MAY 05, 2020",BMY,110122108,"MAR 16, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
3,Ratify Deloitte & Touche LLP as Auditors,Management,For,For,BRISTOL-MYERS SQUIBB COMPANY,"MAY 05, 2020",BMY,110122108,"MAR 16, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
4,Require Independent Board Chairman,Shareholder,Against,For,BRISTOL-MYERS SQUIBB COMPANY,"MAY 05, 2020",BMY,110122108,"MAR 16, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
5,Provide Right to Act by Written Consent,Shareholder,Against,For,BRISTOL-MYERS SQUIBB COMPANY,"MAY 05, 2020",BMY,110122108,"MAR 16, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1a,Elect Director Hock E. Tan,Management,For,For,BROADCOM INC.,"MAR 30, 2020",AVGO,11135F101,"FEB 06, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1b,Elect Director Henry Samueli,Management,For,For,BROADCOM INC.,"MAR 30, 2020",AVGO,11135F101,"FEB 06, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1c,Elect Director Eddy W. Hartenstein,Management,For,For,BROADCOM INC.,"MAR 30, 2020",AVGO,11135F101,"FEB 06, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1d,Elect Director Diane M. Bryant,Management,For,For,BROADCOM INC.,"MAR 30, 2020",AVGO,11135F101,"FEB 06, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1e,Elect Director Gayla J. Delly,Management,For,For,BROADCOM INC.,"MAR 30, 2020",AVGO,11135F101,"FEB 06, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1f,Elect Director Raul J. Fernandez,Management,For,For,BROADCOM INC.,"MAR 30, 2020",AVGO,11135F101,"FEB 06, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1g,Elect Director Check Kian Low,Management,For,For,BROADCOM INC.,"MAR 30, 2020",AVGO,11135F101,"FEB 06, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1h,Elect Director Justine F. Page,Management,For,For,BROADCOM INC.,"MAR 30, 2020",AVGO,11135F101,"FEB 06, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1i,Elect Director Harry L. You,Management,For,For,BROADCOM INC.,"MAR 30, 2020",AVGO,11135F101,"FEB 06, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
2,Ratify PricewaterhouseCoopers LLP as Auditors,Management,For,For,BROADCOM INC.,"MAR 30, 2020",AVGO,11135F101,"FEB 06, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
3,Advisory Vote to Ratify Named Executive Officers' Compensation,Management,For,For,BROADCOM INC.,"MAR 30, 2020",AVGO,11135F101,"FEB 06, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1a,Elect Director Wanda M. Austin,Management,For,For,CHEVRON CORPORATION,"MAY 27, 2020",CVX,166764100,"MAR 30, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1b,Elect Director John B. Frank,Management,For,For,CHEVRON CORPORATION,"MAY 27, 2020",CVX,166764100,"MAR 30, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1c,Elect Director Alice P. Gast,Management,For,For,CHEVRON CORPORATION,"MAY 27, 2020",CVX,166764100,"MAR 30, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1d,"Elect Director Enrique Hernandez, Jr.",Management,For,For,CHEVRON CORPORATION,"MAY 27, 2020",CVX,166764100,"MAR 30, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1e,"Elect Director Charles W. Moorman, IV",Management,For,For,CHEVRON CORPORATION,"MAY 27, 2020",CVX,166764100,"MAR 30, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1f,Elect Director Dambisa F. Moyo,Management,For,For,CHEVRON CORPORATION,"MAY 27, 2020",CVX,166764100,"MAR 30, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1g,Elect Director Debra Reed-Klages,Management,For,For,CHEVRON CORPORATION,"MAY 27, 2020",CVX,166764100,"MAR 30, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1h,Elect Director Ronald D. Sugar,Management,For,For,CHEVRON CORPORATION,"MAY 27, 2020",CVX,166764100,"MAR 30, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1i,"Elect Director D. James Umpleby, III",Management,For,For,CHEVRON CORPORATION,"MAY 27, 2020",CVX,166764100,"MAR 30, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1j,Elect Director Michael K. Wirth,Management,For,For,CHEVRON CORPORATION,"MAY 27, 2020",CVX,166764100,"MAR 30, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
2,Ratify PricewaterhouseCoopers LLP as Auditors,Management,For,For,CHEVRON CORPORATION,"MAY 27, 2020",CVX,166764100,"MAR 30, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
3,Advisory Vote to Ratify Named Executive Officers' Compensation,Management,For,For,CHEVRON CORPORATION,"MAY 27, 2020",CVX,166764100,"MAR 30, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
4,Report on Lobbying Payments and Policy,Shareholder,Against,For,CHEVRON CORPORATION,"MAY 27, 2020",CVX,166764100,"MAR 30, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
5,Establish Board Committee on Climate Risk,Shareholder,Against,Against,CHEVRON CORPORATION,"MAY 27, 2020",CVX,166764100,"MAR 30, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
6,Report on Climate Lobbying Aligned with Paris Agreement Goals,Shareholder,Against,For,CHEVRON CORPORATION,"MAY 27, 2020",CVX,166764100,"MAR 30, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
7,Report on Petrochemical Risk,Shareholder,Against,For,CHEVRON CORPORATION,"MAY 27, 2020",CVX,166764100,"MAR 30, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
8,Report on Human Rights Practices,Shareholder,Against,Against,CHEVRON CORPORATION,"MAY 27, 2020",CVX,166764100,"MAR 30, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
9,Reduce Ownership Threshold for Shareholders to Call Special Meeting,Shareholder,Against,For,CHEVRON CORPORATION,"MAY 27, 2020",CVX,166764100,"MAR 30, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
10,Require Independent Board Chair,Shareholder,Against,Against,CHEVRON CORPORATION,"MAY 27, 2020",CVX,166764100,"MAR 30, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1a,Elect Director Michael L. Corbat,Management,For,For,CITIGROUP INC.,"APR 21, 2020",C,172967424,"FEB 24, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
